id,description,en,fr
event.birth.action.certificate.form.section.collectPayment.service.label.beforeRegistrationTarget,Birth registration before 30 days of date of birth,Birth registration before 30 days of date of birth,Enregistrement de naissance avant 30 jours de la date de naissance
event.birth.action.certificate.form.section.collectPayment.service.label.inBetweenRegistrationTargets,Birth registration after 30 days but before 365 days of date of birth,Birth registration after 30 days but before 365 days of date of birth,Enregistrement de naissance après 30 jours mais avant 365 jours de la date de naissance
event.birth.action.certificate.form.section.requester.father.label,This is the label for the field,Print and issue to Father,Imprimer et remettre au père
event.birth.action.certificate.form.section.requester.label,This is the label for the field,Requester,Demandeur
event.birth.action.certificate.form.section.requester.mother.label,This is the label for the field,Print and issue to Mother,Imprimer et remettre à la mère
event.birth.action.certificate.form.section.requester.other.label,This is the label for the field,Print and issue to someone else,Imprimer et remettre à une autre personne
event.birth.action.certificate.form.section.requester.printInAdvance.label,This is the label for the print-in-advance of issuance field,Print in advance of issuance,Imprimer avant la délivrance
event.birth.action.certificate.form.section.verifyIdentity.data.label,Label for identity verification data block,Identity details,Détails de l'identité
event.birth.action.certificate.form.section.who.title,This is the title of the section,Certify record,Certifier l'enregistrement
event.birth.action.certificate.form.verify,This is the label for the verification button,Verified,Vérifié
event.birth.action.correction.documents.supportingDocs.affidavit.label,Label for the affidavit option,Affidavit,Déclaration sous serment
event.birth.action.correction.documents.supportingDocs.courtDocument.label,Label for the court document option,Court Document,Document judiciaire
event.birth.action.correction.documents.supportingDocs.label,Label for the supporting documents field,Supporting documents,Documents justificatifs
event.birth.action.correction.documents.supportingDocs.other.label,Label for the other option,Other,Autre
event.birth.action.correction.fees.amount.label,Label for the amount field,Fee total,Total des frais
event.birth.action.correction.fees.amount.prefix,Prefix for the amount field,$,$
event.birth.action.correction.form.cancel,This is the label for the verification cancellation button,Identity does not match,L'identité ne correspond pas
event.birth.action.correction.form.cancel.confirmation.body,This is the body for the verification cancellation modal,"Please be aware that if you proceed, you will be responsible for making a change to this record without the necessary proof of identification","Sachez que si vous continuez, vous serez responsable de la modification de cet enregistrement sans le justificatif d'identité requis"
event.birth.action.correction.form.cancel.confirmation.title,This is the title for the verification cancellation modal,Correct without proof of ID?,Corriger sans justificatif d'identité ?
event.birth.action.correction.form.label,This is the label for the birth correction form,Correct record,Corriger l'enregistrement
event.birth.action.correction.form.requester.type.anotherAgent,This is the label for the correction requester field,Another registration agent or field agent,Un autre agent d'enregistrement ou agent de terrain
event.birth.action.correction.form.requester.type.child,This is the label for the correction requester field,Child,Enfant
event.birth.action.correction.form.requester.type.court,This is the label for the correction requester field,Court,Tribunal
event.birth.action.correction.form.requester.type.legalGuardian,This is the label for the correction requester field,Legal Guardian,Tuteur légal
event.birth.action.correction.form.requester.type.me,This is the label for the correction requester field,Me,Moi
event.birth.action.correction.form.requester.type.someoneElse,This is the label for the correction requester field,Someone else,Une autre personne
event.birth.action.correction.form.section.details.divider.label,This is the title of the section,,
event.birth.action.correction.form.section.details.title,This is the title of the section,Correction details,Détails de la correction
event.birth.action.correction.form.section.fees.title,This is the title of the section,Collect fees,Percevoir les frais
event.birth.action.correction.form.section.reason.title,This is the title of the section,Reason for correction,Motif de la correction
event.birth.action.correction.form.section.requester.brn.label,This is the label for the field,ID Number,Numéro de pièce d'identité
event.birth.action.correction.form.section.requester.father.label,This is the label for the field,Father,Père
event.birth.action.correction.form.section.requester.idType.label,This is the label for the field,Type of ID,Type de pièce d'identité
event.birth.action.correction.form.section.requester.identity.verify.title,This is the title of the section,Verify their identity,Vérifier l'identité
event.birth.action.correction.form.section.requester.label,This is the label for the field,Requester,Demandeur
event.birth.action.correction.form.section.requester.mother.label,This is the label for the field,Mother,Mère
event.birth.action.correction.form.section.requester.name.label,This is the label for the field,Name,Nom
event.birth.action.correction.form.section.requester.nid.label,This is the label for the field,ID Number,Numéro de pièce d'identité
event.birth.action.correction.form.section.requester.passport.label,This is the label for the field,ID Number,Numéro de pièce d'identité
event.birth.action.correction.form.section.requester.relationship.label,This is the label for the field,Relationship to child,Lien avec l'enfant
event.birth.action.correction.form.section.requester.relationship.placeholder,This is the placeholder for the field,eg. Grandmother,ex. grand-mère
event.birth.action.correction.form.section.supporting-documents.title,This is the title of the section,Upload supporting documents,Téléverser les documents justificatifs
event.birth.action.correction.form.section.verifyIdentity.data.label,Title for the data section,,
event.birth.action.correction.form.verify,This is the label for the verification button,Verified,Vérifié
event.birth.action.correction.reason.option.clericalError.label,Label for the clerical error option,Myself or an agent made a mistake (Clerical error),Moi-même ou un agent avons fait une erreur (erreur d'écriture)
event.birth.action.correction.reason.option.judicialOrder.label,Label for the judicial order option,Requested to do so by the court (Judicial order),Demandé par le tribunal (décision judiciaire)
event.birth.action.correction.reason.option.materialError.label,Label for the material error option,Informant provided incorrect information (Material error),L'informateur a fourni une information incorrecte (erreur matérielle)
event.birth.action.correction.reason.option.materialOmission.label,Label for the material omission option,Informant did not provide this information (Material omission),L'informateur n'a pas fourni cette information (omission matérielle)
event.birth.action.correction.reason.option.other.label,Label for the other option,Other,Autre
event.birth.action.correction.reason.other.label,Label for the reason,Specify reason,Précisez le motif
event.birth.action.declare.declare.copy,Confirmation text for the declare action,"You are about to formally declare this birth event. Once declared, the record will enter the verification and approval process.","Vous êtes sur le point de déclarer officiellement cette naissance. Une fois déclaré, l'enregistrement entrera dans la procédure de vérification et d'approbation."
event.birth.action.declare.form.label,This is what this form is referred as in the system,Birth decalration form,Birth decalration form
event.birth.action.declare.form.nid.unique,This is the error message for non-unique ID Number,National id must be unique,La pièce d'identité nationale doit être unique
event.birth.action.declare.form.review.comment.label,Label for the comment field in the review section,Comment,Commentaire
event.birth.action.declare.form.review.signature.label,Label for the signature field in the review section,Signature of informant,Signature de l'informateur
event.birth.action.declare.form.review.title,Title of the form to show in review page,"{child.name.firstname, select, __EMPTY__ {{child.name.surname, select, __EMPTY__ {Birth declaration} other {Birth declaration for {child.name.surname}}}} other {{child.name.surname, select, __EMPTY__ {Birth declaration for {child.name.firstname}} other {Birth declaration for {child.name.firstname} {child.name.surname}}}}}","{child.name.firstname, select, __EMPTY__ {{child.name.surname, select, __EMPTY__ {Déclaration de naissance} other {Déclaration de naissance pour {child.name.surname}}}} other {{child.name.surname, select, __EMPTY__ {Déclaration de naissance pour {child.name.firstname}} other {Déclaration de naissance pour {child.name.firstname} {child.name.surname}}}}}"
event.birth.action.declare.form.section.child.field.attendantAtBirth.label,This is the label for the field,Attendant at birth,Accoucheur(se)
event.birth.action.declare.form.section.child.field.birthDuration.error,This is the error message for invalid duration,Number and unit required,Nombre et unité obligatoires
event.birth.action.declare.form.section.child.field.birthDuration.placeholder,This is the placeholder for the field,Interval,Intervalle
event.birth.action.declare.form.section.child.field.birthLocation.label,This is the label for the field,Location of birth,Lieu de naissance
event.birth.action.declare.form.section.child.field.birthType.label,This is the label for the field,Type of birth,Type d'accouchement
event.birth.action.declare.form.section.child.field.dob.error,This is the error message for invalid date,Must be a valid birth date,Doit être une date de naissance valide
event.birth.action.declare.form.section.child.field.dob.label,This is the label for the field,Date of birth,Date de naissance
event.birth.action.declare.form.section.child.field.gender.label,This is the label for the field,Sex,Sexe
event.birth.action.declare.form.section.child.field.name.label,This is the label for the field,Child's name,Nom de l'enfant
event.birth.action.declare.form.section.child.field.placeOfBirth.label,This is the label for the field,Place of delivery,Lieu de l'accouchement
event.birth.action.declare.form.section.child.field.reason.label,This is the label for the field,Reason for delayed registration,Motif de l'enregistrement tardif
event.birth.action.declare.form.section.child.field.weightAtBirth.label,This is the label for the field,Weight at birth,Poids à la naissance
event.birth.action.declare.form.section.child.field.weightAtBirth.postfix,This is the postfix for the weight field,Kilograms (kg),Kilograms (kg)
event.birth.action.declare.form.section.documents.field.proofOfBirth.label,This is the label for the field,Proof of birth,Preuve de naissance
event.birth.action.declare.form.section.documents.field.proofOfFather.label,This is the label for the field,Proof of father's ID,Identité du père
event.birth.action.declare.form.section.documents.field.proofOfInformant.label,This is the label for the field,Proof of informant's ID,Justificatif d'identité de l'informateur
event.birth.action.declare.form.section.documents.field.proofOfMother.label,This is the label for the field,Proof of mother's ID,Identité de la mère
event.birth.action.declare.form.section.documents.field.proofOther.label,This is the label for the field,Other,Autre
event.birth.action.declare.form.section.father.field.address.addressSameAs.label,This is the label for the field,Same as mother's usual place of residence?,Identique au lieu de résidence habituel de la mère?
event.birth.action.declare.form.section.father.field.age.label,This is the label for the field,Age of father (at the time of event),Âge du père (au moment de l'événement)
event.birth.action.declare.form.section.father.field.detailsNotAvailable.label,This is the label for the field,Father's details are not available,Les informations sur le père ne sont pas disponibles
event.birth.action.declare.form.section.father.field.name.label,This is the label for the field,Father's name,Nom du père
event.birth.action.declare.form.section.father.field.reason.label,This is the label for the field,Reason,Raison
event.birth.action.declare.form.section.informant.field.age.label,This is the label for the field,Age of informant (at the time of event),Âge de l'informateur (au moment de l'événement)
event.birth.action.declare.form.section.informant.field.email.label,This is the label for the field,Email,E-mail
event.birth.action.declare.form.section.informant.field.name.label,This is the label for the field,Informant's name,Nom du déclarant
event.birth.action.declare.form.section.informant.field.other.relation.label,This is the label for the field,Relationship to child,Relation avec l'enfant
event.birth.action.declare.form.section.informant.field.phoneNo.error,The error message that appears on phone numbers where the first two characters must be a 01 and length must be 11,Must be a valid 10 digit number that starts with 0(7|9),Doit être un nombre valide de  {num} chiffres qui commence par  {start}
event.birth.action.declare.form.section.informant.field.phoneNo.label,This is the label for the field,Phone number,Numéro de téléphone
event.birth.action.declare.form.section.informant.field.relation.label,This is the label for the field,Relationship to child,Relation avec l'enfant
event.birth.action.declare.form.section.mother.field.age.label,This is the label for the field,Age of mother (at the time of event),Âge de la mère (au moment de l'événement)
event.birth.action.declare.form.section.mother.field.detailsNotAvailable.label,This is the label for the field,Mother's details are not available,Les informations sur la mère ne sont pas disponibles
event.birth.action.declare.form.section.mother.field.name.label,This is the label for the field,Mother's name,Nom de la mère
event.birth.action.declare.form.section.mother.field.previousBirths.label,This is the label for the field,No. of previous births,Nombre de naissances antérieures
event.birth.action.declare.form.section.mother.field.reason.label,This is the label for the field,Reason,Raison
event.birth.action.declare.form.section.person.dob.afterChild,This is the error message for a birth date after child's birth date,Birth date must be before child's birth date,La date de naissance doit être antérieure à celle de l'enfant
event.birth.action.declare.form.section.person.field.address.label,This is the label for the field,Usual place of residence,Lieu de résidence habituel
event.birth.action.declare.form.section.person.field.addressHelper.label,This is the label for the field,Usual place of residence,Adresse du domicile
event.birth.action.declare.form.section.person.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown,Date de naissance exacte inconnue
event.birth.action.declare.form.section.person.field.age.postfix,This is the postfix for age field,years,years
event.birth.action.declare.form.section.person.field.brn.label,This is the label for the field,ID Number,Numéro d'identification
event.birth.action.declare.form.section.person.field.dob.error,This is the error message for invalid date,Must be a valid birth date,Doit être une date de naissance valide
event.birth.action.declare.form.section.person.field.dob.label,This is the label for the field,Date of birth,Date de naissance
event.birth.action.declare.form.section.person.field.educationalAttainment.label,This is the label for the field,Level of education,Niveau d'éducation
event.birth.action.declare.form.section.person.field.idType.label,This is the label for the field,Type of ID,Type d'identification
event.birth.action.declare.form.section.person.field.maritalStatus.label,This is the label for the field,Marital Status,Marital Status
event.birth.action.declare.form.section.person.field.nationality.label,This is the label for the field,Nationality,Nationalité
event.birth.action.declare.form.section.person.field.nid.label,This is the label for the field,ID Number,Numéro d'identification
event.birth.action.declare.form.section.person.field.occupation.label,This is the label for the field,Occupation,Profession
event.birth.action.declare.form.section.person.field.passport.label,This is the label for the field,ID Number,Numéro d'identification
event.birth.action.declare.notify.copy,Confirmation text for the notify action,You are about to formally notify the relevant Registration Office that a new birth event has occurred. Please confirm that the information provided is accurate before proceeding.,Vous êtes sur le point de notifier officiellement au bureau d'enregistrement compétent qu'une nouvelle naissance a eu lieu. Veuillez confirmer que les informations fournies sont exactes avant de continuer.
event.birth.action.declare.register.copy,Confirmation text for the register action,"<strong>WARNING!</strong>: By clicking ""Register"", you confirm that you have reviewed the record alongside supporting documentation in the Record tab. The record will proceed to be <strong>legally registered</strong> via the outbox. Further amends after registration can only be made via a legal correction process.","<strong>AVERTISSEMENT !</strong> : en cliquant sur « Enregistrer », vous confirmez avoir examiné l'enregistrement ainsi que les documents justificatifs dans l'onglet Enregistrement. L'enregistrement sera ensuite <strong>légalement enregistré</strong> via la boîte d'envoi. Toute modification ultérieure ne pourra se faire que par une procédure de correction légale."
event.birth.action.detect-duplicate.label,This is shown as the action name anywhere the user can trigger the action from,Detect duplicate,Détecter les doublons
event.birth.action.edit.declare.copy,Description for `Declare with edits` in edit action menu,You are about to redeclare this birth event with your edits. This will permanently update the declaration.,Vous êtes sur le point de redéclarer cet événement avec vos modifications. Cela mettra à jour définitivement la déclaration.
event.birth.action.edit.notify.copy,Description for `Notify with edits` in edit action menu,Are you sure you want to notify this event with these edits?,Êtes-vous sûr de vouloir notifier cet événement avec ces modifications ?
event.birth.action.edit.register.copy,Description for `Register with edits` in edit action menu,"You are about to register this birth event with your edits. Please ensure all details are correct before proceeding.<br></br><br></br><strong>WARNING!</strong>: By continuing, you confirm that you have reviewed the record alongside supporting documentation. The record will proceed to be <strong>legally registered</strong> via the outbox. Further amends after registration can only be made via a legal correction process.","Vous êtes sur le point d'enregistrer cette naissance avec vos modifications. Veuillez vérifier que toutes les informations sont correctes avant de continuer.<br></br><br></br><strong>AVERTISSEMENT !</strong> : en continuant, vous confirmez avoir examiné l'enregistrement ainsi que les documents justificatifs. L'enregistrement sera ensuite <strong>légalement enregistré</strong> via la boîte d'envoi. Toute modification ultérieure ne pourra se faire que par une procédure de correction légale."
event.birth.action.escalate.audit-history-label,The label to show in audit history for the escalate action,Escalated,Transmis
event.birth.action.escalate.label,This is shown when the escalate action can be triggered from the action from,Escalate,Transmettre
event.birth.action.escalate.supportingCopy,This is the confirmation text for the escalate action,Escalating this declaration will forward it to the chosen authority for further review and decision.,Transmettre cette déclaration l'enverra à l'autorité choisie pour examen et décision.
event.birth.action.form.section.alienNumberDetails.label,Field for entering Alien Number details,Alien Number,Numéro d'étranger
event.birth.action.form.section.brn.label,Field for entering Birth Registration Number,Birth Registration Number,Numéro d'enregistrement de naissance
event.birth.action.form.section.collector.other.field.name.label,This is the label for the name field of OTHER collector,Collector's name,Nom du collecteur
event.birth.action.form.section.drivingLicenseDetails.label,Field for entering Driving License details,Drivers License,Permis de conduire
event.birth.action.form.section.idNumberOther.label,"Field for entering ID Number if ""Other"" is selected",ID Number,Numéro de pièce d'identité
event.birth.action.form.section.idType.alienNumber.label,Option for selecting Alien Number as the ID type,Alien Number,Numéro d'étranger
event.birth.action.form.section.idType.brn.label,Option for selecting Birth Registration Number as the ID type,Birth Registration Number,Numéro d'enregistrement de naissance
event.birth.action.form.section.idType.drivingLicense.label,Option for selecting Driving License as the ID type,Drivers License,Permis de conduire
event.birth.action.form.section.idType.label,This is the label for selecting the type of ID,Type of ID,Type de pièce d'identité
event.birth.action.form.section.idType.nid.label,Option for selecting National ID as the ID type,National ID,Pièce d'identité nationale
event.birth.action.form.section.idType.noId.label,Option for selecting No ID as the ID type,No ID available,Aucune pièce d'identité disponible
event.birth.action.form.section.idType.other.label,Option for selecting Other as the ID type,Other,Autre
event.birth.action.form.section.idType.passport.label,Option for selecting Passport as the ID type,Passport,Passeport
event.birth.action.form.section.idType.refugeeNumber.label,Option for selecting Refugee Number as the ID type,Refugee Number,Numéro de réfugié
event.birth.action.form.section.idTypeOther.label,"Field for entering ID type if ""Other"" is selected",Other type of ID,Autre type de pièce d'identité
event.birth.action.form.section.nid.label,Field for entering ID Number,National ID,Pièce d'identité nationale
event.birth.action.form.section.passportDetails.label,Field for entering Passport details,Passport,Passeport
event.birth.action.form.section.refugeeNumberDetails.label,Field for entering Refugee Number details,Refugee Number,Numéro de réfugié
event.birth.action.form.section.relationshipToChild.label,This is the label for the relationship to child field,Relationship to child,Lien avec l'enfant
event.birth.action.form.section.signedAffidavit.fileName,This is the label for the file name,Signed Affidavit,Déclaration sous serment signée
event.birth.action.form.section.signedAffidavit.label,This is the label for uploading a signed affidavit,Signed Affidavit (Optional),Déclaration sous serment signée (facultatif)
event.birth.action.issue-certified-copy.label,This is shown as the action name anywhere the user can trigger the action from,Issue certified copy,Délivrer une copie certifiée
event.birth.action.issue-certified-copy.supportingCopy,This is the confirmation text for the issue certified copy action,Issuing a certified copy confirms that an official document is being released.,Délivrer une copie certifiée confirme qu'un document officiel est remis.
event.birth.action.issued.audit-history-label,The label to show in audit history for the issued action,Issued,Émis
event.birth.action.print.collectPayment,This is the title of the section,Collect Payment,Percevoir le paiement
event.birth.action.print.verifyIdentity,This is the title of the section,Verify their identity,Vérifier son identité
event.birth.action.provincial-registrar-feedback.label,This is shown when the provincial registrar feedback can be triggered from the action from,Provincial registrar feedback,Retour du registraire provincial
event.birth.action.provincial-registrar-feedback.supportingCopy,This is the confirmation text for the provincial registrar feedback action,Your feedback will be recorded and shared with relevant officers to guide further action on this declaration.,Votre commentaire sera consigné et communiqué aux agents concernés pour orienter la suite du traitement de cette déclaration.
event.birth.action.register.supportingCopy,The description for registration action when form is complete,"Registering this birth event will create an official civil registration record. Please ensure all details are correct before proceeding.<br></br><br></br><strong>WARNING!</strong>: By clicking 'Register', you confirm that you have reviewed the record alongside supporting documentation in the Record tab. The record will proceed to be <strong>legally registered</strong> via the outbox. Further amends after registration can only be made via a legal correction process.","L’enregistrement de cet événement de naissance créera un registre officiel d’état civil. Veuillez vous assurer que toutes les informations sont correctes avant de continuer.<br></br><br></br><strong>ATTENTION</strong> ! En cliquant sur « S’inscrire », vous confirmez avoir examiné l'enregistrement ainsi que les documents justificatifs dans l'onglet « Enregistrement ». L'enregistrement sera ensuite officiellement enregistré via la boîte d'envoi. Toute modification ultérieure ne pourra être effectuée que par le biais d'une procédure légale de correction."
event.birth.action.registrar-feedback.audit-history-label,The label to show in audit history for the registrar feedback sent action,Escalation feedback,Commentaire de transmission
event.birth.action.registrar-general-feedback.label,This is shown when the registrar general feedback can be triggered from the action from,Registrar general feedback,Retour du registraire général
event.birth.action.registrar-general-feedback.supportingCopy,This is the confirmation text for the registrar general feedback action,Your feedback will be officially recorded and may influence the final decision on the declaration.,Votre commentaire sera officiellement consigné et pourra influencer la décision finale sur la déclaration.
event.birth.action.reinstate-registration.audit-history-label,The label to show in audit history for the reinstate registration action,Registration reinstated,Enregistrement rétabli
event.birth.action.reinstate-registration.label,This is shown as the action name anywhere the user can trigger the action from,Reinstate registration,Rétablir l'enregistrement
event.birth.action.revoke-registration.audit-history-label,The label to show in audit history for the revoke registration action,Revoked,Révoqué
event.birth.action.revoke-registration.label,This is shown as the action name anywhere the user can trigger the action from,Revoke registration,Révoqué l'enregistrement
event.birth.action.revoke-registration.supportingCopy,This is the confirmation text for the reinstate revoke registration action,This will restore a previously revoked registration to active status.,Cela rétablira à l'état actif un enregistrement précédemment révoqué.
event.birth.custom.action.approve.field.collector.label,Label for collector field,Collector,le collectionneur
event.birth.custom.action.approve.field.notes.label,This is the label for the field for a custom action,Comments,Commentaires
event.birth.custom.action.escalate.field.escalate-to.label,This is the label for escalate to field,Escalate to,Transmettre à
event.birth.custom.action.escalate.field.escalate-to.option.officer-in-charge.label,Option label for provincial registrar in escalate to field,My state provincial registrar,L'officier d'état civil de ma province
event.birth.custom.action.escalate.field.escalate-to.option.registrar-general.label,Option label for registrar general in escalate to field,Registrar General,Directeur général de l'état civil
event.birth.custom.action.revoke-registration.field.reason.label,This is the label for the reason field for revoke registration action,Reason,Raison
event.birth.custom.action.validate-declaration.audit-history-label,The label to show in audit history for the validate action,Validated,Validé
event.birth.custom.action.validate-declaration.field.comments.label,This is the label for the comments field for the validate declaration action,Comments,Commentaires
event.birth.custom.action.validate-declaration.label,This is shown as the action name anywhere the user can trigger the action from,Validate,Valider
event.birth.custom.action.validate-declaration.supportingCopy,This is the supporting copy for the Validate declaration -action,Validating this declaration confirms it meets all requirements and is eligible for registration.,La validation de cette déclaration confirme qu'elle répond à toutes les exigences et est éligible à l'enregistrement.
event.birth.flag.approval-required-for-late-registration,Flag label for approval required for late registration,Approval required for late registration,Approbation requise pour un enregistrement tardif
event.birth.flag.certified-copy-printed-in-advance-of-issuance,Flag label for certified copy printed in advance of issuance,Certified copy printed in advance of issuance,Copie certifiée imprimée avant la délivrance
event.birth.flag.escalated-to-provincial-registrar,Flag label for escalated to provincial registrar,Escalated to Provincial Registrar,Transmis à l'officier d'état civil provincial
event.birth.flag.escalated-to-registrar-general,Flag label for escalated to registrar general,Escalated to Registrar General,Transmis au directeur général de l'état civil
event.birth.flag.pending-first-certificate-issuance,Pending first certificate issuance,Pending first certificate issuance,En attente de la délivrance d'une copie certifiée conforme
event.birth.flag.revoked,Flag label for revoked,Revoked,Révoqué
event.birth.flag.validated,Flag label for validated,Validated,Validé
event.birth.label,This is what this event is referred as in the system,Birth,Naissance
event.birth.summary.child.dob.empty,Label for date of birth not available,No date of birth,Pas de date de naissance
event.birth.summary.child.placeOfBirth.empty,Label for place of birth not available,No place of birth,Pas de lieu de naissance
event.birth.summary.child.placeOfBirth.label,Label for place of birth,Place of birth,Lieu de naissance
event.birth.summary.event.registeredAt.empty,This is shown when there is no registration date,No registration date,Aucune date d'enregistrement
event.birth.summary.event.registeredAt.label,This is the label for the registration date,Registration date,Date d'enregistrement
event.birth.summary.event.registeredAt.value,This is the registration date value,"{event.legalStatuses.REGISTERED.acceptedAt, date, ::dd MMMM yyyy}","{event.legalStatuses.REGISTERED.acceptedAt, date, ::dd MMMM yyyy}"
event.birth.summary.informant.contact.empty,This is shown when there is no informant information,No contact details provided,Pas de coordonnées fournies
event.birth.summary.informant.contact.label,This is the label for the informant information,Contact,Contact
event.birth.summary.informant.contact.value,This is the contact value of the informant,{informant.phoneNo} {informant.email},{informant.phoneNo} {informant.email}
event.birth.title,This is the title of the summary,{child.name.firstname} {child.name.surname},{child.name.firstname} {child.name.surname}
event.death.action.Read.label,This is shown as the action name anywhere the user can trigger the action from,Read,Lire
event.death.action.archive.label,This is shown as the action name anywhere the user can trigger the action from,Archive,Archiver
event.death.action.certificate.form.cancel,This is the label for the verification cancellation button,Identity does not match,L'identité ne correspond pas
event.death.action.certificate.form.cancel.confirmation.body,This is the body for the verification cancellation modal,"Please be aware that if you proceed, you will be responsible for issuing a certificate without the necessary proof of ID from the collector","Veuillez noter que si vous continuez, vous serez responsable de la délivrance d'un certificat sans la preuve d'identité nécessaire du collecteur."
event.death.action.certificate.form.cancel.confirmation.title,This is the title for the verification cancellation modal,Print without proof of ID?,Imprimer sans preuve d'identité ?
